"Word","Length","Freq_HAL","Log_Freq_HAL"
"rattled","7","337","5.82"
"rattler","7","129","4.86"
"rattlers","8","45","3.81"
"rattles","7","360","5.89"
"rattlesnake","11","235","5.46"
"rattlesnakes","12","83","4.42"
"rattletrap","10","7","1.95"
"rattling","8","493","6.20"
"ratty","5","177","5.18"
"raucous","7","152","5.02"
"raucously","9","21","3.04"
"raunchy","7","192","5.26"
"ravage","6","363","5.89"
"ravages","7","239","5.48"
"rave","4","2964","7.99"
"ravel","5","387","5.96"
"raven","5","3390","8.13"
"ravenous","8","221","5.40"
"ravine","6","279","5.63"
"ravines","7","31","3.43"
"raving","6","1838","7.52"
"ravioli","7","95","4.55"
"ravish","6","48","3.87"
"raw","3","12360","9.42"
"ravishing","9","131","4.88"
"rawhide","7","283","5.65"
"Rawlings","8","487","6.19"
"ray","3","23072","10.05"
"Raymond","7","5620","8.63"
"rayon","5","220","5.39"
"rays","4","1644","7.40"
"raze","4","110","4.70"
"razing","6","31","3.43"
"razor","5","3264","8.09"
"razorback","9","65","4.17"
"razzle","6","81","4.39"
"reach","5","34160","10.44"
"reached","7","27584","10.22"
"reaches","7","6339","8.75"
"reaching","8","7359","8.90"
"reacquainted","12","16","2.77"
"react","5","5926","8.69"
"reactants","9","60","4.09"
"reacted","7","1509","7.32"
"reacting","8","1315","7.18"
"reaction","8","16706","9.72"
"reactionaries","13","378","5.93"
"reactionary","11","1413","7.25"
"reactions","9","7371","8.91"
"reactivate","10","153","5.03"
"reactivated","11","149","5.00"
"reactive","8","1510","7.32"
"reactivity","10","192","5.26"
"reactor","7","2659","7.89"
"reactors","8","1040","6.95"
"reacts","6","1002","6.91"
"read","4","289582","12.58"
"readable","8","4681","8.45"
"readapting","10","0","0.00"
"readdress","9","24","3.18"
"reader","6","23072","10.05"
"readers","7","31684","10.36"
"reader's","8","1295","7.17"
"readily","7","6690","8.81"
"readiness","9","1096","7.00"
"readership","10","2858","7.96"
"reading","7","102706","11.54"
"readings","8","4044","8.30"
"readjust","8","184","5.21"
"readjusted","10","61","4.11"
"readjustment","12","90","4.50"
"readout","7","602","6.40"
"reads","5","13484","9.51"
"read's","6","23","3.14"
"ready","5","43959","10.69"
"readying","8","151","5.02"
"reaffirm","8","305","5.72"
"reaffirmation","13","70","4.25"
"reaffirmed","10","354","5.87"
"reaffirms","9","99","4.60"
"reafforest","10","0","0.00"
"reagent","7","191","5.25"
"reagents","8","384","5.95"
"real","4","197763","12.19"
"realign","7","163","5.09"
"realigning","10","28","3.33"
"realignment","11","173","5.15"
"realism","7","2183","7.69"
"realist","7","387","5.96"
"realistic","9","9744","9.18"
"realistically","13","1508","7.32"
"realities","9","2342","7.76"
"reality","7","42961","10.67"
"realization","11","2646","7.88"
"realize","7","34837","10.46"
"realized","8","17381","9.76"
"realizes","8","2479","7.82"
"realizing","9","3481","8.16"
"really","6","398246","12.89"
"realm","5","7244","8.89"
"realms","6","3242","8.08"
"realness","8","39","3.66"
"realtor","7","268","5.59"
"realtors","8","275","5.62"
"realtor's","9","16","2.77"
"realty","6","408","6.01"
"ream","4","336","5.82"
"reams","5","417","6.03"
"reanimate","9","35","3.56"
"reap","4","1433","7.27"
"reaped","6","142","4.96"
"reaper","6","733","6.60"
"reaping","7","243","5.49"
"reappear","8","563","6.33"
"reappearance","12","114","4.74"
"reappeared","10","350","5.86"
"reappearing","11","119","4.78"
"reappears","9","319","5.77"
"reapportioned","13","0","0.00"
"reapportionment","15","7","1.95"
"reappraisal","11","87","4.47"
"reappraisals","12","0","0.00"
"rear","4","15895","9.67"
"reared","6","430","6.06"
"rearguard","9","27","3.30"
"rearing","7","614","6.42"
"rearm","5","66","4.19"
"rearmament","10","37","3.61"
"rearmed","7","15","2.71"
"rearmost","8","29","3.37"
"rearrange","9","797","6.68"
"rearranged","10","599","6.40"
"rearrangement","13","154","5.04"
"rearranging","11","362","5.89"
"rearward","8","89","4.49"
"reason","6","133687","11.80"
"reasonable","10","36710","10.51"
"reasonably","10","11375","9.34"
"reasoned","8","1570","7.36"
"reasoning","9","10140","9.22"
"reasons","7","48084","10.78"
"reassemble","10","279","5.63"
"reassembled","11","173","5.15"
"reassert","8","124","4.82"
"reasserting","11","36","3.58"
"reassign","8","136","4.91"
"reassurance","11","422","6.05"
"puke","4","1277","7.15"
"pull","4","28190","10.25"
"pullback","8","125","4.83"
"pulled","6","24504","10.11"
"pulley","6","1281","7.16"
"pulleys","7","306","5.72"
"pulling","7","11105","9.32"
"Pullman's","9","2","0.69"
"pullout","7","235","5.46"
"pullover","8","125","4.83"
"pulls","5","3929","8.28"
"pulmonary","9","563","6.33"
"pulp","4","4301","8.37"
"pulpit","6","371","5.92"
"pulpits","7","68","4.22"
"pulpy","5","47","3.85"
"pulsar","6","917","6.82"
"pulsate","7","86","4.45"
"pulsating","9","457","6.12"
"pulsation","9","55","4.01"
"pulsations","10","52","3.95"
"pulse","5","5496","8.61"
"pulsed","6","532","6.28"
"pulsing","7","946","6.85"
"pulverize","9","52","3.95"
"pulverized","10","91","4.51"
"pulverizing","11","39","3.66"
"puma","4","595","6.39"
"pumice","6","82","4.41"
"pummeled","8","133","4.89"
"pump","4","10590","9.27"
"pumped","6","2294","7.74"
"pumpernickel","12","50","3.91"
"pumping","7","3224","8.08"
"pumpkin","7","937","6.84"
"pumps","5","3238","8.08"
"pun","3","4010","8.30"
"punch","5","9481","9.16"
"punched","7","2435","7.80"
"puncher","7","91","4.51"
"punches","7","2032","7.62"
"punching","8","1259","7.14"
"punchy","6","138","4.93"
"punctual","8","70","4.25"
"punctuality","11","39","3.66"
"punctuate","9","130","4.87"
"punctuated","10","452","6.11"
"punctuation","11","1323","7.19"
"puncture","8","472","6.16"
"punctured","9","205","5.32"
"puncturing","10","55","4.01"
"pundit","6","157","5.06"
"pundits","7","423","6.05"
"pungency","8","10","2.30"
"pungent","7","271","5.60"
"pungently","9","7","1.95"
"Punic","5","62","4.13"
"punish","6","3339","8.11"
"punishable","10","815","6.70"
"punished","8","3817","8.25"
"punishes","8","272","5.61"
"punishing","9","1063","6.97"
"punishments","11","749","6.62"
"punitive","8","736","6.60"
"punk","4","6661","8.80"
"punishment","10","9269","9.13"
"punks","5","810","6.70"
"punster","7","131","4.88"
"punt","4","500","6.21"
"punted","6","78","4.36"
"puny","4","848","6.74"
"pup","3","1764","7.48"
"pupa","4","46","3.83"
"pupal","5","5","1.61"
"pupate","6","1","0.00"
"pupated","7","2","0.69"
"pupates","7","0","0.00"
"pupil","5","1036","6.94"
"pupils","6","856","6.75"
"puppet","6","4009","8.30"
"puppeteer","9","116","4.75"
"puppets","7","1261","7.14"
"puppet's","8","5","1.61"
"puppies","7","3618","8.19"
"puppy","5","8534","9.05"
"puppyish","8","6","1.79"
"pups","4","975","6.88"
"purchase","8","34455","10.45"
"purchased","9","20775","9.94"
"purchasers","10","737","6.60"
"purchaser's","11","44","3.78"
"purchases","9","4675","8.45"
"purchasing","10","9934","9.20"
"pure","4","21172","9.96"
"pureblood","9","1","0.00"
"purebred","8","928","6.83"
"puree","5","397","5.98"
"purely","6","9206","9.13"
"purest","6","540","6.29"
"purgation","9","24","3.18"
"purgative","9","31","3.43"
"purgatory","9","425","6.05"
"purge","5","2887","7.97"
"purged","6","592","6.38"
"purges","6","278","5.63"
"purging","7","289","5.67"
"purified","8","1754","7.47"
"purify","6","599","6.40"
"purification","12","1479","7.30"
"purifying","9","325","5.78"
"purism","6","21","3.04"
"purist","6","428","6.06"
"purists","7","623","6.43"
"puritan","7","314","5.75"
"puritanical","11","147","4.99"
"puritans","8","182","5.20"
"purity","6","2295","7.74"
"purple","6","9407","9.15"
"purport","7","537","6.29"
"purported","9","896","6.80"
"purportedly","11","387","5.96"
"purporting","10","272","5.61"
"purports","8","548","6.31"
"purpose","7","47091","10.76"
"purposed","8","56","4.03"
"purposeful","10","384","5.95"
"purposefully","12","536","6.28"
"pus","3","314","5.75"
"push","4","19347","9.87"
"purposeless","11","56","4.03"
"purposely","9","1207","7.10"
"purposes","8","23468","10.06"
"purposive","9","32","3.47"
"purr","4","375","5.93"
"purring","7","270","5.60"
"purse","5","1862","7.53"
"pursed","6","100","4.61"
"purses","6","245","5.50"
"pursuance","9","107","4.67"
"pursuant","8","2261","7.72"
"pursue","6","5419","8.60"
"pursued","7","1724","7.45"
"pursuer","7","47","3.85"
"pursuers","8","90","4.50"
"pursues","7","228","5.43"
"pursuing","8","3134","8.05"
"pursuit","7","4546","8.42"
"pursuits","8","741","6.61"
"purveyor","8","284","5.65"
"purveyors","9","514","6.24"
"pushcart","8","24","3.18"
"pushed","6","11509","9.35"
"pushers","7","281","5.64"
"pushes","6","2089","7.64"
"pushing","7","9571","9.17"
"pushover","8","98","4.58"
"pushup","6","12","2.48"
"pushy","5","418","6.04"
"puss","4","266","5.58"
"pussycat","8","310","5.74"
"pussyfoot","9","13","2.56"
"pustule","7","5","1.61"
"put","3","224207","12.32"
"putout","6","6","1.79"
"putrefy","7","6","1.79"
"putrid","6","2039","7.62"
"puts","4","15760","9.67"
"putt","4","715","6.57"
"putted","6","46","3.83"
"putter","6","321","5.77"
"puttering","9","50","3.91"
"putting","7","34305","10.44"
"putty","5","542","6.30"
"puzzle","6","5290","8.57"
"puzzled","7","2177","7.69"
"puzzlement","10","144","4.97"
"puzzler","7","107","4.67"
"puzzles","7","2929","7.98"
"puzzling","8","779","6.66"
"Pygmy","5","561","6.33"
"pyjamas","7","68","4.22"
"pyramid","7","4670","8.45"
"pyramidal","9","95","4.55"
"pyramids","8","2450","7.80"
"pyre","4","146","4.98"
"Pyrex","5","119","4.78"
"pyromania","9","53","3.97"
"pyromaniac","10","38","3.64"
"Pyrrhus","7","15","2.71"
"Pythagoreans","12","37","3.61"
"python","6","3884","8.26"
"quack","5","628","6.44"
"quacked","7","24","3.18"
"quackery","8","114","4.74"
"quacks","6","305","5.72"
"quad","4","4523","8.42"
"quadrangle","10","219","5.39"
"quadrant","8","1444","7.28"
"quadratic","9","404","6.00"
"quadrennial","11","13","2.56"
"quadriceps","10","86","4.45"
"quadrillion","11","188","5.24"
"quadruple","9","391","5.97"
"quadrupled","10","214","5.37"
"quadruplet","10","5","1.61"
"quadrilateral","13","31","3.43"
"quadruplicate","13","0","0.00"
"quadrupling","11","60","4.09"
"quagmire","8","1652","7.41"
"quail","5","350","5.86"
"quaint","6","870","6.77"
"quake","5","3997","8.29"
"Quaker","6","1098","7.00"
"Quakers","7","477","6.17"
"quake's","7","37","3.61"
"quaking","7","189","5.24"
"qualification","13","2037","7.62"
"qualifications","14","9813","9.19"
"qualified","9","17754","9.78"
"qualifies","9","1955","7.58"
"qualify","7","9003","9.11"
"qualifying","10","2837","7.95"
"qualitative","11","1122","7.02"
"qualitatively","13","336","5.82"
"qualities","9","5101","8.54"
"quality","7","78895","11.28"
"qualm","5","65","4.17"
"qualms","6","608","6.41"
"quandary","8","163","5.09"
"quantifiable","12","202","5.31"
"quantify","8","847","6.74"
"quantities","10","6960","8.85"
"quantity","8","10343","9.24"
"quantitative","12","1810","7.50"
"quantitatively","14","156","5.05"
"quantum","7","16245","9.70"
"quarantine","10","792","6.67"
"quark","5","3438","8.14"
"quarrel","7","631","6.45"
"quarreled","9","18","2.89"
"quarreling","10","41","3.71"
"quarrels","8","191","5.25"
"quarrelsome","11","28","3.33"
"quarry","6","494","6.20"
"quarrymen","9","17","2.83"
"quart","5","1099","7.00"
"quarter","7","11705","9.37"
"quarterback","11","836","6.73"
"quarterbacks","12","123","4.81"
"quarterfinal","12","78","4.36"
"queensberry","11","11","2.40"
"queer","5","2459","7.81"
"queerer","7","32","3.47"
"queerest","8","5","1.61"
"quarterly","9","6692","8.81"
"quarters","8","4460","8.40"
"quarterstaff","12","54","3.99"
"quartet","7","2308","7.74"
"quartermaster","13","102","4.62"
"quarts","6","431","6.07"
"quartz","6","684","6.53"
"quasar","6","607","6.41"
"quash","5","280","5.63"
"quashed","7","88","4.48"
"Quasimodo","9","53","3.97"
"Quasimodo's","11","3","1.10"
"quatrain","8","119","4.78"
"queasiness","10","17","2.83"
"queasy","6","201","5.30"
"Quebec","6","12001","9.39"
"Quebec's","8","297","5.69"
"queen","5","17473","9.77"
"queenly","7","14","2.64"
"queens","6","2848","7.95"
"queen's","7","2116","7.66"
"quell","5","258","5.55"
"quelling","8","32","3.47"
"quench","6","243","5.49"
"quenching","9","87","4.47"
"queried","7","623","6.43"
"queries","7","5188","8.55"
"querulous","9","12","2.48"
"querulously","11","4","1.39"
"query","5","10492","9.26"
"querying","8","404","6.00"
"quest","5","10059","9.22"
"question","8","184252","12.12"
"questionable","12","3842","8.25"
"questioned","10","3938","8.28"
"questioner","10","368","5.91"
"questioners","11","82","4.41"
"questioning","11","3532","8.17"
"questionnaire","13","2198","7.70"
"questionnaires","14","463","6.14"
"questions","9","145136","11.89"
"queue","5","5937","8.69"
"questioningly","13","101","4.62"
"queued","6","707","6.56"
"quibble","7","835","6.73"
"quiche","6","239","5.48"
"quick","5","37673","10.54"
"quicken","7","3155","8.06"
"quickened","9","196","5.28"
"quickening","10","668","6.50"
"quicker","7","4353","8.38"
"quickest","8","2808","7.94"
"quickie","7","502","6.22"
"quickly","7","42041","10.65"
"quickness","9","271","5.60"
"quicksand","9","313","5.75"
"quicksilver","11","435","6.08"
"quickstep","9","83","4.42"
"quiescence","10","28","3.33"
"quiescent","9","91","4.51"
"quiet","5","13086","9.48"
"quieted","7","173","5.15"
"quieter","7","934","6.84"
"quietly","7","4965","8.51"
"quietness","9","113","4.73"
"quill","5","430","6.06"
"quilt","5","1698","7.44"
"quilted","7","187","5.23"
"quilting","8","860","6.76"
"quinine","7","98","4.58"
"quint","5","150","5.01"
"quintessence","12","82","4.41"
"quintessential","14","482","6.18"
"quintet","7","485","6.18"
"quintets","8","34","3.53"
"quintillion","11","20","3.00"
"quintuplet","10","5","1.61"
"quip","4","501","6.22"
"quipping","8","15","2.71"
"quirk","5","1135","7.03"
"quirks","6","880","6.78"
"quit","4","16823","9.73"
"quite","5","155011","11.95"
"quits","5","1157","7.05"
"quitting","8","1112","7.01"
"quiver","6","486","6.19"
"quivered","8","222","5.40"
"quivering","9","691","6.54"
"quivers","7","84","4.43"
"Quixote","7","313","5.75"
"quiz","4","2915","7.98"
"quizmaster","10","22","3.09"
"quizzical","9","93","4.53"
"quorum","6","1048","6.95"
"quota","5","2987","8.00"
"quotable","8","154","5.04"
"quotas","6","2135","7.67"
"quotation","9","2534","7.84"
"quotations","10","2226","7.71"
"quote","5","34045","10.44"
"quoted","6","16587","9.72"
"quotes","6","16448","9.71"
"quotient","8","424","6.05"
"quoting","7","12069","9.40"
"rabbi","5","3672","8.21"
"rabbi's","7","99","4.60"
"rabbit","6","5751","8.66"
"rabbits","7","1990","7.60"
"rabble","6","310","5.74"
"rabid","5","4103","8.32"
"rabies","6","1003","6.91"
"raccoon","7","275","5.62"
"race","4","46405","10.75"
"racecourse","10","60","4.09"
"raced","5","1252","7.13"
"racehorse","9","59","4.08"
"racer","5","2768","7.93"
"racers","6","1290","7.16"
"races","5","11782","9.37"
"racetrack","9","314","5.75"
"raceway","7","386","5.96"
"Rachel","6","4534","8.42"
"Rachel's","8","260","5.56"
"racial","6","8317","9.03"
"racially","8","666","6.50"
"racing","6","15076","9.62"
"racialism","9","57","4.04"
"racism","6","8554","9.05"
"racist","6","11025","9.31"
"racists","7","1670","7.42"
"rack","4","11655","9.36"
"racked","6","473","6.16"
"racket","6","671","6.51"
"racketeer","9","17","2.83"
"racketeers","10","24","3.18"
"prognosticator","14","15","2.71"
"program","7","241495","12.39"
"programmed","10","4625","8.44"
"prognosticate","13","9","2.20"
"prognostication","15","39","3.66"
"programmer","10","32565","10.39"
"programmes","10","2032","7.62"
"programming","11","73396","11.20"
"programs","8","109080","11.60"
"program's","9","1164","7.06"
"progress","8","20169","9.91"
"progressed","10","1208","7.10"
"progresses","10","1033","6.94"
"progressing","11","711","6.57"
"progression","11","2446","7.80"
"progressions","12","280","5.63"
"progressive","11","8963","9.10"
"progressively","13","1138","7.04"
"prohibit","8","3665","8.21"
"prohibited","10","8141","9.00"
"prohibiting","11","1472","7.29"
"prohibition","11","4349","8.38"
"prolonged","9","1970","7.59"
"prolonging","10","188","5.24"
"prolongs","8","72","4.28"
